ACTION: Player1 | {FV | dRot: 0, dMovX: 6, dMovY: 6, vX: 0, vY: 0, DP: 0, dDP: 0, distObst: 0.5, HP: 20, TC: 1, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnLeft
ACTION: player0 | {FV | dRot: 0.0349064, dMovX: -7.15256E-05, dMovY: -0.000249863, vX: -0.0022368, vY: -0.00779993, DP: 0, dDP: 0, distObst: 0.812523, HP: 20, TC: 1460, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnRight
ACTION: Player1 | {FV | dRot: 0.0349066, dMovX: -0.000178576, dMovY: -0.000497818, vX: -0.00557894, vY: -0.0155423, DP: 0, dDP: 0, distObst: 0.277185, HP: 20, TC: 1461, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnRight
ACTION: player0 | {FV | dRot: 0.0349064, dMovX: -6.48499E-05, dMovY: -0.000225067, vX: -0.00201312, vY: -0.00701994, DP: 0, dDP: 0, distObst: 0.829742, HP: 20, TC: 1461, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnRight
ACTION: Player1 | {FV | dRot: 0.0349066, dMovX: -0.000160694, dMovY: -0.000447273, vX: -0.00502105, vY: -0.0139881, DP: 0, dDP: 0, distObst: 0.268852, HP: 20, TC: 1462, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnRight
ACTION: player0 | {FV | dRot: 0.0349064, dMovX: -5.81741E-05, dMovY: -0.000202179, vX: -0.00181181, vY: -0.00631794, DP: 0, dDP: 0, distObst: 0.850091, HP: 20, TC: 1462, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnRight
ACTION: Player1 | {FV | dRot: 0.0349066, dMovX: -0.000144601, dMovY: -0.000402451, vX: -0.00451894, vY: -0.0125892, DP: 0, dDP: 0, distObst: 0.261496, HP: 20, TC: 1463, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnRight
ACTION: player0 | {FV | dRot: 0.0349064, dMovX: -5.24521E-05, dMovY: -0.000182152, vX: -0.00163063, vY: -0.00568615, DP: 0, dDP: 0, distObst: 0.873901, HP: 20, TC: 1463, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnRight
ACTION: Player1 | {FV | dRot: 0.0349066, dMovX: -0.000130177, dMovY: -0.000362396, vX: -0.00406705, vY: -0.0113303, DP: 0, dDP: 0, distObst: 0.255137, HP: 20, TC: 1464, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnRight
ACTION: player0 | {FV | dRot: 0.0349064, dMovX: -4.673E-05, dMovY: -0.000164032, vX: -0.00146756, vY: -0.00511753, DP: 0, dDP: 0, distObst: 0.90156, HP: 20, TC: 1464, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnRight
ACTION: Player1 | {FV | dRot: 0.0349066, dMovX: -0.000117183, dMovY: -0.000326157, vX: -0.00366034, vY: -0.0101973, DP: 0, dDP: 0, distObst: 0.249801, HP: 20, TC: 1465, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnRight
ACTION: player0 | {FV | dRot: 0.0349064, dMovX: -4.19617E-05, dMovY: -0.00014782, vX: -0.00132081, vY: -0.00460578, DP: 0, dDP: 0, distObst: 0.933533, HP: 20, TC: 1465, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnRight
ACTION: Player1 | {FV | dRot: 0.0349066, dMovX: -0.000105381, dMovY: -0.000293732, vX: -0.00329431, vY: -0.00917756, DP: 0, dDP: 0, distObst: 0.245527, HP: 20, TC: 1466, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnRight
ACTION: player0 | {FV | dRot: 0.0349064, dMovX: -3.8147E-05, dMovY: -0.000132561, vX: -0.00118873, vY: -0.0041452, DP: 0, dDP: 0, distObst: 0.970378, HP: 20, TC: 1466, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnRight
ACTION: Player1 | {FV | dRot: 0.0349066, dMovX: -9.48906E-05, dMovY: -0.000264168, vX: -0.00296488, vY: -0.0082598, DP: 0, dDP: 0, distObst: 0.24236, HP: 20, TC: 1467, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnRight
ACTION: player0 | {FV | dRot: 0.0349064, dMovX: -3.43323E-05, dMovY: -0.000119209, vX: -0.00106985, vY: -0.00373068, DP: 0, dDP: 0, distObst: 1.01277, HP: 20, TC: 1467, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnRight
ACTION: Player1 | {FV | dRot: 0.0349066, dMovX: -8.53539E-05, dMovY: -0.000237465, vX: -0.00266839, vY: -0.00743382, DP: 0, dDP: 0, distObst: 0.240356, HP: 20, TC: 1468, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnRight
ACTION: player0 | {FV | dRot: 0.0349064, dMovX: -3.05176E-05, dMovY: -0.000107765, vX: -0.000962868, vY: -0.00335761, DP: 0, dDP: 0, distObst: 1.06154, HP: 20, TC: 1468, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnRight
ACTION: Player1 | {FV | dRot: 0.0349066, dMovX: -7.689E-05, dMovY: -0.000213623, vX: -0.00240155, vY: -0.00669044, DP: 0, dDP: 0, distObst: 0.239585, HP: 20, TC: 1469, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnRight
ACTION: player0 | {FV | dRot: 0.0349064, dMovX: -2.76566E-05, dMovY: -9.63211E-05, vX: -0.000866581, vY: -0.00302185, DP: 0, dDP: 0, distObst: 1.11768, HP: 20, TC: 1469, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnRight
ACTION: Player1 | {FV | dRot: 0.0349066, dMovX: -6.91414E-05, dMovY: -0.000192642, vX: -0.0021614, vY: -0.0060214, DP: 0, dDP: 0, distObst: 0.24013, HP: 20, TC: 1470, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnRight
ACTION: player0 | {FV | dRot: 0.0349064, dMovX: -2.47955E-05, dMovY: -8.67844E-05, vX: -0.000779923, vY: -0.00271967, DP: 0, dDP: 0, distObst: 1.18245, HP: 20, TC: 1470, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnRight
ACTION: Player1 | {FV | dRot: 0.0349066, dMovX: -6.22272E-05, dMovY: -0.000173569, vX: -0.00194526, vY: -0.00541926, DP: 0, dDP: 0, distObst: 0.242093, HP: 20, TC: 1471, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnRight
ACTION: player0 | {FV | dRot: 0.0349064, dMovX: -2.28882E-05, dMovY: -7.82013E-05, vX: -0.000701931, vY: -0.0024477, DP: 0, dDP: 0, distObst: 1.25742, HP: 20, TC: 1471, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnRight
ACTION: Player1 | {FV | dRot: 0.0349066, dMovX: -5.60284E-05, dMovY: -0.000156403, vX: -0.00175073, vY: -0.00487733, DP: 0, dDP: 0, distObst: 0.245595, HP: 20, TC: 1472, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnRight
ACTION: player0 | {FV | dRot: 0.0349064, dMovX: -2.00272E-05, dMovY: -7.05719E-05, vX: -0.000631738, vY: -0.00220293, DP: 0, dDP: 0, distObst: 1.34456, HP: 20, TC: 1472, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnRight
ACTION: Player1 | {FV | dRot: 0.0349066, dMovX: -5.04255E-05, dMovY: -0.00014019, vX: -0.00157566, vY: -0.0043896, DP: 0, dDP: 0, distObst: 0.250778, HP: 20, TC: 1473, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnRight
ACTION: player0 | {FV | dRot: 0.0349064, dMovX: -1.81198E-05, dMovY: -6.38962E-05, vX: -0.000568564, vY: -0.00198264, DP: 0, dDP: 0, distObst: 1.44645, HP: 20, TC: 1473, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnRight
ACTION: Player1 | {FV | dRot: 0.0349066, dMovX: -4.54187E-05, dMovY: -0.000126839, vX: -0.00141809, vY: -0.00395064, DP: 0, dDP: 0, distObst: 0.257816, HP: 20, TC: 1474, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnRight
ACTION: player0 | {FV | dRot: 0.0349064, dMovX: -1.62125E-05, dMovY: -5.72205E-05, vX: -0.000511708, vY: -0.00178437, DP: 0, dDP: 0, distObst: 1.56643, HP: 20, TC: 1474, TE: 2147483647, TD: 2147483647, SD: 0} -> MoveForward
ACTION: Player1 | {FV | dRot: 0.0349066, dMovX: -4.08888E-05, dMovY: -0.000113487, vX: -0.00127628, vY: -0.00355558, DP: 0, dDP: 0, distObst: 0.266917, HP: 20, TC: 1475, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnRight
ACTION: player0 | {FV | dRot: 0, dMovX: -0.00450325, dMovY: 0.00915241, vX: -0.140736, vY: 0.28601, DP: 0, dDP: 0, distObst: 1.55616, HP: 20, TC: 1475, TE: 2147483647, TD: 2147483647, SD: 0} -> MoveForward
ACTION: Player1 | {FV | dRot: 0.0349066, dMovX: -3.67165E-05, dMovY: -0.000102043, vX: -0.00114865, vY: -0.00320002, DP: 0, dDP: 0, distObst: 0.278333, HP: 20, TC: 1476, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnRight
ACTION: player0 | {FV | dRot: 0, dMovX: -0.00854206, dMovY: 0.0174408, vX: -0.266938, vY: 0.545024, DP: 0, dDP: 0, distObst: 1.53667, HP: 20, TC: 1476, TE: 2147483647, TD: 2147483647, SD: 0} -> MoveForward
ACTION: Player1 | {FV | dRot: 0.0349066, dMovX: -3.31402E-05, dMovY: -9.25064E-05, vX: -0.00103379, vY: -0.00288002, DP: 0, dDP: 0, distObst: 0.292367, HP: 20, TC: 1477, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnRight
ACTION: player0 | {FV | dRot: 0, dMovX: -0.0121765, dMovY: 0.0249004, vX: -0.38052, vY: 0.778137, DP: 0, dDP: 0, distObst: 1.5089, HP: 20, TC: 1477, TE: 2147483647, TD: 2147483647, SD: 0} -> MoveForward
ACTION: Player1 | {FV | dRot: 0.0349066, dMovX: -2.98023E-05, dMovY: -8.29697E-05, vX: -0.00093041, vY: -0.00259201, DP: 0, dDP: 0, distObst: 0.30939, HP: 20, TC: 1478, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnRight
ACTION: player0 | {FV | dRot: 0, dMovX: -0.0154476, dMovY: 0.0316143, vX: -0.482744, vY: 0.987939, DP: 0, dDP: 0, distObst: 1.47366, HP: 20, TC: 1478, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnLeft
ACTION: Player1 | {FV | dRot: 0.0349066, dMovX: -2.68221E-05, dMovY: -7.43866E-05, vX: -0.000837369, vY: -0.00233281, DP: 0, dDP: 0, distObst: 0.329862, HP: 20, TC: 1479, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnRight
ACTION: player0 | {FV | dRot: -0.0349064, dMovX: -0.0139027, dMovY: 0.0284529, vX: -0.43447, vY: 0.889145, DP: 0, dDP: 0, distObst: 1.33017, HP: 20, TC: 1479, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnLeft
ACTION: Player1 | {FV | dRot: 0.0349066, dMovX: -2.40803E-05, dMovY: -6.67572E-05, vX: -0.000753632, vY: -0.00209953, DP: 0, dDP: 0, distObst: 0.35435, HP: 20, TC: 1480, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnRight
ACTION: player0 | {FV | dRot: -0.0349064, dMovX: -0.0125132, dMovY: 0.0256071, vX: -0.391023, vY: 0.800231, DP: 0, dDP: 0, distObst: 1.21032, HP: 20, TC: 1480, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnLeft
ACTION: Player1 | {FV | dRot: 0.0349066, dMovX: -2.16961E-05, dMovY: -6.00815E-05, vX: -0.000678269, vY: -0.00188958, DP: 0, dDP: 0, distObst: 0.383568, HP: 20, TC: 1481, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnRight
ACTION: player0 | {FV | dRot: -0.0349064, dMovX: -0.011261, dMovY: 0.0230465, vX: -0.35192, vY: 0.720208, DP: 0, dDP: 0, distObst: 1.10946, HP: 20, TC: 1481, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnLeft
ACTION: Player1 | {FV | dRot: 0.0349066, dMovX: -1.95503E-05, dMovY: -5.43594E-05, vX: -0.000610442, vY: -0.00170062, DP: 0, dDP: 0, distObst: 0.418423, HP: 20, TC: 1482, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnRight
ACTION: player0 | {FV | dRot: -0.0349064, dMovX: -0.0101357, dMovY: 0.0207424, vX: -0.316728, vY: 0.648187, DP: 0, dDP: 0, distObst: 1.02408, HP: 20, TC: 1482, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnLeft
ACTION: Player1 | {FV | dRot: 0.0349066, dMovX: -1.75238E-05, dMovY: -4.86374E-05, vX: -0.000549398, vY: -0.00153056, DP: 0, dDP: 0, distObst: 0.460085, HP: 20, TC: 1483, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnRight
ACTION: player0 | {FV | dRot: -0.0349064, dMovX: -0.00912189, dMovY: 0.0186682, vX: -0.285056, vY: 0.583368, DP: 0, dDP: 0, distObst: 0.951451, HP: 20, TC: 1483, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnLeft
ACTION: Player1 | {FV | dRot: 0.0349066, dMovX: -1.58548E-05, dMovY: -4.3869E-05, vX: -0.000494458, vY: -0.0013775, DP: 0, dDP: 0, distObst: 0.510088, HP: 20, TC: 1484, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnRight
ACTION: player0 | {FV | dRot: -0.0349064, dMovX: -0.00820923, dMovY: 0.0168009, vX: -0.25655, vY: 0.525031, DP: 0, dDP: 0, distObst: 0.889456, HP: 20, TC: 1484, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnLeft
ACTION: Player1 | {FV | dRot: 0.0349066, dMovX: -1.41859E-05, dMovY: -4.00543E-05, vX: -0.000445012, vY: -0.00123975, DP: 0, dDP: 0, distObst: 0.57048, HP: 20, TC: 1485, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnRight
ACTION: player0 | {FV | dRot: -0.0349064, dMovX: -0.00738907, dMovY: 0.0151205, vX: -0.230895, vY: 0.472528, DP: 0, dDP: 0, distObst: 0.836411, HP: 20, TC: 1485, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnLeft
ACTION: Player1 | {FV | dRot: 0.0349066, dMovX: -1.28746E-05, dMovY: -3.52859E-05, vX: -0.000400511, vY: -0.00111578, DP: 0, dDP: 0, distObst: 0.644058, HP: 20, TC: 1486, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnRight
ACTION: player0 | {FV | dRot: -0.0349064, dMovX: -0.00664997, dMovY: 0.0136089, vX: -0.207805, vY: 0.425275, DP: 0, dDP: 0, distObst: 0.790969, HP: 20, TC: 1486, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnLeft
ACTION: Player1 | {FV | dRot: 0.0349066, dMovX: -1.15633E-05, dMovY: -3.24249E-05, vX: -0.00036046, vY: -0.0010042, DP: 0, dDP: 0, distObst: 0.734739, HP: 20, TC: 1487, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnRight
ACTION: player0 | {FV | dRot: -0.0349064, dMovX: -0.00598526, dMovY: 0.012248, vX: -0.187025, vY: 0.382748, DP: 0, dDP: 0, distObst: 0.752045, HP: 20, TC: 1487, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnLeft
ACTION: Player1 | {FV | dRot: 0.0349066, dMovX: -1.03712E-05, dMovY: -2.86102E-05, vX: -0.000324414, vY: -0.00090378, DP: 0, dDP: 0, distObst: 0.848189, HP: 20, TC: 1488, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnRight
ACTION: player0 | {FV | dRot: -0.0349064, dMovX: -0.00538635, dMovY: 0.0110235, vX: -0.168322, vY: 0.344473, DP: 0, dDP: 0, distObst: 0.718753, HP: 20, TC: 1488, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnLeft
ACTION: Player1 | {FV | dRot: 0.0349066, dMovX: -9.29832E-06, dMovY: -2.57492E-05, vX: -0.000291973, vY: -0.000813402, DP: 0, dDP: 0, distObst: 0.992908, HP: 20, TC: 1489, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnRight
ACTION: player0 | {FV | dRot: -0.0349064, dMovX: -0.00484753, dMovY: 0.00992107, vX: -0.15149, vY: 0.310026, DP: 0, dDP: 0, distObst: 0.690364, HP: 20, TC: 1489, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnLeft
ACTION: Player1 | {FV | dRot: 0.0349066, dMovX: -8.46386E-06, dMovY: -2.38419E-05, vX: -0.000262775, vY: -0.000732061, DP: 0, dDP: 0, distObst: 1.18226, HP: 20, TC: 1490, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnRight
ACTION: player0 | {FV | dRot: -0.0349064, dMovX: -0.00436306, dMovY: 0.0089283, vX: -0.136341, vY: 0.279023, DP: 0, dDP: 0, distObst: 0.666278, HP: 20, TC: 1490, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnLeft
ACTION: Player1 | {FV | dRot: 0.0349066, dMovX: -7.51019E-06, dMovY: -2.09808E-05, vX: -0.000236498, vY: -0.000658855, DP: 0, dDP: 0, distObst: 1.43853, HP: 20, TC: 1491, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnRight
ACTION: player0 | {FV | dRot: -0.0349064, dMovX: -0.00392628, dMovY: 0.00803566, vX: -0.122707, vY: 0.251121, DP: 0, dDP: 0, distObst: 0.645996, HP: 20, TC: 1491, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnLeft
ACTION: Player1 | {FV | dRot: 0.0349066, dMovX: -6.79493E-06, dMovY: -1.90735E-05, vX: -0.000212848, vY: -0.00059297, DP: 0, dDP: 0, distObst: 1.5232, HP: 20, TC: 1492, TE: 2147483647, TD: 2147483647, SD: 0} -> MoveForward
ACTION: player0 | {FV | dRot: -0.0349064, dMovX: -0.00353432, dMovY: 0.00723267, vX: -0.110436, vY: 0.226009, DP: 0, dDP: 0, distObst: 0.629099, HP: 20, TC: 1492, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnLeft
ACTION: Player1 | {FV | dRot: 0, dMovX: -0.00178432, dMovY: 0.010067, vX: -0.055759, vY: 0.314605, DP: 0, dDP: 0, distObst: 1.51298, HP: 20, TC: 1493, TE: 2147483647, TD: 2147483647, SD: 0} -> MoveForward
ACTION: player0 | {FV | dRot: -0.0349064, dMovX: -0.0031805, dMovY: 0.00650883, vX: -0.0993927, vY: 0.203408, DP: 0, dDP: 0, distObst: 0.615239, HP: 20, TC: 1493, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnLeft
ACTION: Player1 | {FV | dRot: 0, dMovX: -0.00338399, dMovY: 0.019145, vX: -0.105751, vY: 0.598283, DP: 0, dDP: 0, distObst: 1.49354, HP: 20, TC: 1494, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnLeft
ACTION: player0 | {FV | dRot: -0.0349064, dMovX: -0.00286293, dMovY: 0.00585842, vX: -0.0894534, vY: 0.183067, DP: 0, dDP: 0, distObst: 0.604122, HP: 20, TC: 1494, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnLeft
ACTION: Player1 | {FV | dRot: -0.0349066, dMovX: -0.00304556, dMovY: 0.017231, vX: -0.0951755, vY: 0.538455, DP: 0, dDP: 0, distObst: 1.39899, HP: 20, TC: 1495, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnLeft
ACTION: player0 | {FV | dRot: -0.0349064, dMovX: -0.00257587, dMovY: 0.00527191, vX: -0.0805081, vY: 0.16476, DP: 0, dDP: 0, distObst: 0.5955, HP: 20, TC: 1495, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnLeft
ACTION: Player1 | {FV | dRot: -0.0349066, dMovX: -0.0027411, dMovY: 0.0155077, vX: -0.0856579, vY: 0.484609, DP: 0, dDP: 0, distObst: 1.13692, HP: 20, TC: 1496, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnLeft
ACTION: player0 | {FV | dRot: -0.0349064, dMovX: -0.00231838, dMovY: 0.00474548, vX: -0.0724573, vY: 0.148284, DP: 0, dDP: 0, distObst: 0.589167, HP: 20, TC: 1496, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnLeft
ACTION: Player1 | {FV | dRot: -0.0349066, dMovX: -0.00246692, dMovY: 0.013957, vX: -0.0770921, vY: 0.436148, DP: 0, dDP: 0, distObst: 0.944131, HP: 20, TC: 1497, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnLeft
ACTION: player0 | {FV | dRot: -0.0349064, dMovX: -0.00208664, dMovY: 0.00427055, vX: -0.0652116, vY: 0.133456, DP: 0, dDP: 0, distObst: 0.584943, HP: 20, TC: 1497, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnLeft
ACTION: Player1 | {FV | dRot: -0.0349066, dMovX: -0.00222027, dMovY: 0.0125608, vX: -0.0693829, vY: 0.392533, DP: 0, dDP: 0, distObst: 0.797466, HP: 20, TC: 1498, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnLeft
ACTION: player0 | {FV | dRot: -0.0349064, dMovX: -0.00187778, dMovY: 0.00384331, vX: -0.0586904, vY: 0.12011, DP: 0, dDP: 0, distObst: 0.582682, HP: 20, TC: 1498, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnLeft
ACTION: Player1 | {FV | dRot: -0.0349066, dMovX: -0.00199819, dMovY: 0.0113049, vX: -0.0624446, vY: 0.35328, DP: 0, dDP: 0, distObst: 0.683039, HP: 20, TC: 1499, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnLeft
ACTION: player0 | {FV | dRot: -0.0349064, dMovX: -0.00168991, dMovY: 0.00345898, vX: -0.0528214, vY: 0.108099, DP: 0, dDP: 0, distObst: 0.582259, HP: 20, TC: 1499, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnLeft
ACTION: Player1 | {FV | dRot: -0.0349066, dMovX: -0.00179839, dMovY: 0.0101748, vX: -0.0562002, vY: 0.317952, DP: 0, dDP: 0, distObst: 0.592022, HP: 20, TC: 1500, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnLeft
ACTION: player0 | {FV | dRot: -0.0349064, dMovX: -0.00152111, dMovY: 0.00311279, vX: -0.0475392, vY: 0.0972894, DP: 0, dDP: 0, distObst: 0.583573, HP: 20, TC: 1500, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnLeft
ACTION: Player1 | {FV | dRot: -0.0349066, dMovX: -0.00161862, dMovY: 0.00915718, vX: -0.0505801, vY: 0.286157, DP: 0, dDP: 0, distObst: 0.518544, HP: 20, TC: 1501, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnLeft
ACTION: player0 | {FV | dRot: -0.0349064, dMovX: -0.00136948, dMovY: 0.0028019, vX: -0.0427853, vY: 0.0875604, DP: 0, dDP: 0, distObst: 0.586535, HP: 20, TC: 1501, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnLeft
ACTION: Player1 | {FV | dRot: -0.0349066, dMovX: -0.00145674, dMovY: 0.00824165, vX: -0.0455221, vY: 0.257541, DP: 0, dDP: 0, distObst: 0.458544, HP: 20, TC: 1502, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnLeft
ACTION: player0 | {FV | dRot: -0.0349064, dMovX: -0.00123215, dMovY: 0.00252151, vX: -0.0385068, vY: 0.0788044, DP: 0, dDP: 0, distObst: 0.591079, HP: 20, TC: 1502, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnLeft
ACTION: Player1 | {FV | dRot: -0.0349066, dMovX: -0.00131106, dMovY: 0.00741673, vX: -0.0409699, vY: 0.231787, DP: 0, dDP: 0, distObst: 0.409129, HP: 20, TC: 1503, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnLeft
ACTION: player0 | {FV | dRot: -0.0349064, dMovX: -0.00110912, dMovY: 0.00226974, vX: -0.0346561, vY: 0.070924, DP: 0, dDP: 0, distObst: 0.597152, HP: 20, TC: 1503, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnLeft
ACTION: Player1 | {FV | dRot: -0.0349066, dMovX: -0.00117993, dMovY: 0.00667572, vX: -0.0368729, vY: 0.208608, DP: 0, dDP: 0, distObst: 0.368184, HP: 20, TC: 1504, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnLeft
ACTION: player0 | {FV | dRot: -0.0349064, dMovX: -0.000998497, dMovY: 0.00204277, vX: -0.0311905, vY: 0.0638316, DP: 0, dDP: 0, distObst: 0.604708, HP: 20, TC: 1504, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnLeft
ACTION: Player1 | {FV | dRot: -0.0349066, dMovX: -0.00106192, dMovY: 0.00600815, vX: -0.0331856, vY: 0.187747, DP: 0, dDP: 0, distObst: 0.334124, HP: 20, TC: 1505, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnLeft
ACTION: player0 | {FV | dRot: -0.0349064, dMovX: -0.000898361, dMovY: 0.00183868, vX: -0.0280714, vY: 0.0574484, DP: 0, dDP: 0, distObst: 0.61372, HP: 20, TC: 1505, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnLeft
ACTION: Player1 | {FV | dRot: -0.0349066, dMovX: -0.000955701, dMovY: 0.00540733, vX: -0.0298671, vY: 0.168973, DP: 0, dDP: 0, distObst: 0.305747, HP: 20, TC: 1506, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnLeft
ACTION: player0 | {FV | dRot: -0.0349064, dMovX: -0.000808716, dMovY: 0.00165462, vX: -0.0252643, vY: 0.0517036, DP: 0, dDP: 0, distObst: 0.624168, HP: 20, TC: 1506, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnLeft
ACTION: Player1 | {FV | dRot: -0.0349066, dMovX: -0.000860214, dMovY: 0.0048666, vX: -0.0268804, vY: 0.152075, DP: 0, dDP: 0, distObst: 0.282119, HP: 20, TC: 1507, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnLeft
ACTION: player0 | {FV | dRot: -0.0349064, dMovX: -0.000727654, dMovY: 0.00148869, vX: -0.0227379, vY: 0.0465332, DP: 0, dDP: 0, distObst: 0.636044, HP: 20, TC: 1507, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnLeft
ACTION: Player1 | {FV | dRot: -0.0349066, dMovX: -0.000774145, dMovY: 0.00438023, vX: -0.0241923, vY: 0.136868, DP: 0, dDP: 0, distObst: 0.262508, HP: 20, TC: 1508, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnLeft
ACTION: player0 | {FV | dRot: -0.0349064, dMovX: -0.000655174, dMovY: 0.00133991, vX: -0.0204641, vY: 0.0418799, DP: 0, dDP: 0, distObst: 0.649352, HP: 20, TC: 1508, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnLeft
ACTION: Player1 | {FV | dRot: -0.0349066, dMovX: -0.000696778, dMovY: 0.00394154, vX: -0.0217731, vY: 0.123181, DP: 0, dDP: 0, distObst: 0.246333, HP: 20, TC: 1509, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnLeft
ACTION: player0 | {FV | dRot: -0.0349064, dMovX: -0.000589371, dMovY: 0.0012064, vX: -0.0184177, vY: 0.0376919, DP: 0, dDP: 0, distObst: 0.664099, HP: 20, TC: 1509, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnLeft
ACTION: Player1 | {FV | dRot: -0.0349066, dMovX: -0.000627041, dMovY: 0.00354767, vX: -0.0195958, vY: 0.110863, DP: 0, dDP: 0, distObst: 0.233125, HP: 20, TC: 1510, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnLeft
ACTION: player0 | {FV | dRot: -0.0349064, dMovX: -0.000530243, dMovY: 0.00108528, vX: -0.0165759, vY: 0.0339227, DP: 0, dDP: 0, distObst: 0.680309, HP: 20, TC: 1510, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnLeft
